,day,day_str,hour,hour_str,is_eight,is_eighteen,is_nine,is_seventeen,minute,minute_str,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,volume0,volume1,volume2,volume3,volume4,volume5,week,week_str,weekend,y,volume5_0,volume5_1,volume5_2,volume5_3
290,30,30D,3,3H,0,0,0,0,0,0M,184.0,12.0,9.0,12.0,19.0,16.0,165.0,10.0,6.0,6.0,9.0,9.0,4,4W,0,15.0,13.0,10.0,6.0,7.0
291,30,30D,3,3H,0,0,0,0,20,20M,12.0,9.0,12.0,19.0,16.0,6.0,10.0,6.0,6.0,9.0,9.0,4.0,4,4W,0,20.0,6.0,8.0,5.0,10.0
292,30,30D,3,3H,0,0,0,0,40,40M,9.0,12.0,19.0,16.0,6.0,31.0,6.0,6.0,9.0,9.0,4.0,15.0,4,4W,0,20.0,9.0,10.0,10.0,12.0
293,30,30D,4,4H,0,0,0,0,0,0M,12.0,19.0,16.0,6.0,31.0,32.0,6.0,9.0,9.0,4.0,15.0,20.0,4,4W,0,15.0,19.0,9.0,18.0,14.0
294,30,30D,4,4H,0,0,0,0,20,20M,19.0,16.0,6.0,31.0,32.0,22.0,9.0,9.0,4.0,15.0,20.0,20.0,4,4W,0,17.0,12.0,12.0,16.0,15.0
295,30,30D,4,4H,0,0,0,0,40,40M,16.0,6.0,31.0,32.0,22.0,17.0,9.0,4.0,15.0,20.0,20.0,15.0,4,4W,0,17.0,13.0,19.0,7.0,15.0
296,30,30D,5,5H,0,0,0,0,0,0M,6.0,31.0,32.0,22.0,17.0,21.0,4.0,15.0,20.0,20.0,15.0,17.0,4,4W,0,29.0,21.0,22.0,16.0,23.0
297,30,30D,5,5H,0,0,0,0,20,20M,31.0,32.0,22.0,17.0,21.0,22.0,15.0,20.0,20.0,15.0,17.0,17.0,4,4W,0,36.0,18.0,19.0,31.0,19.0
298,30,30D,5,5H,0,0,0,0,40,40M,32.0,22.0,17.0,21.0,22.0,38.0,20.0,20.0,15.0,17.0,17.0,29.0,4,4W,0,29.0,25.0,26.0,35.0,34.0
299,30,30D,6,6H,0,0,0,0,0,0M,22.0,17.0,21.0,22.0,38.0,63.0,20.0,15.0,17.0,17.0,29.0,36.0,4,4W,0,45.0,28.0,29.0,30.0,29.0
300,30,30D,6,6H,0,0,0,0,20,20M,17.0,21.0,22.0,38.0,63.0,36.0,15.0,17.0,17.0,29.0,36.0,29.0,4,4W,0,50.0,28.0,34.0,33.0,38.0
301,30,30D,6,6H,0,0,0,0,40,40M,21.0,22.0,38.0,63.0,36.0,74.0,17.0,17.0,29.0,36.0,29.0,45.0,4,4W,0,60.0,32.0,45.0,41.0,22.0
302,30,30D,7,7H,0,0,0,0,0,0M,22.0,38.0,63.0,36.0,74.0,88.0,17.0,29.0,36.0,29.0,45.0,50.0,4,4W,0,67.0,36.0,63.0,47.0,63.0
303,30,30D,7,7H,0,0,0,0,20,20M,38.0,63.0,36.0,74.0,88.0,84.0,29.0,36.0,29.0,45.0,50.0,60.0,4,4W,0,104.0,54.0,79.0,60.0,63.0
304,30,30D,7,7H,0,0,0,0,40,40M,63.0,36.0,74.0,88.0,84.0,95.0,36.0,29.0,45.0,50.0,60.0,67.0,4,4W,0,95.0,48.0,74.0,65.0,86.0
305,30,30D,8,8H,1,0,0,0,0,0M,36.0,74.0,88.0,84.0,95.0,122.0,29.0,45.0,50.0,60.0,67.0,104.0,4,4W,0,126.0,58.0,98.0,81.0,100.0
306,30,30D,8,8H,1,0,0,0,20,20M,74.0,88.0,84.0,95.0,122.0,108.0,45.0,50.0,60.0,67.0,104.0,95.0,4,4W,0,112.0,83.0,113.0,65.0,93.0
307,30,30D,8,8H,1,0,0,0,40,40M,88.0,84.0,95.0,122.0,108.0,148.0,50.0,60.0,67.0,104.0,95.0,126.0,4,4W,0,141.0,97.0,118.0,98.0,110.0
308,30,30D,9,9H,0,0,1,0,0,0M,84.0,95.0,122.0,108.0,148.0,128.0,60.0,67.0,104.0,95.0,126.0,112.0,4,4W,0,132.0,102.0,116.0,96.0,127.0
309,30,30D,9,9H,0,0,1,0,20,20M,95.0,122.0,108.0,148.0,128.0,170.0,67.0,104.0,95.0,126.0,112.0,141.0,4,4W,0,134.0,122.0,125.0,105.0,112.0
310,30,30D,9,9H,0,0,1,0,40,40M,122.0,108.0,148.0,128.0,170.0,179.0,104.0,95.0,126.0,112.0,141.0,132.0,4,4W,0,97.0,97.0,129.0,108.0,129.0
311,30,30D,10,10H,0,0,0,0,0,0M,108.0,148.0,128.0,170.0,179.0,171.0,95.0,126.0,112.0,141.0,132.0,134.0,4,4W,0,106.0,113.0,97.0,103.0,107.0
312,30,30D,10,10H,0,0,0,0,20,20M,148.0,128.0,170.0,179.0,171.0,127.0,126.0,112.0,141.0,132.0,134.0,97.0,4,4W,0,133.0,83.0,73.0,95.0,105.0
313,30,30D,10,10H,0,0,0,0,40,40M,128.0,170.0,179.0,171.0,127.0,147.0,112.0,141.0,132.0,134.0,97.0,106.0,4,4W,0,137.0,101.0,79.0,86.0,79.0
314,30,30D,11,11H,0,0,0,0,0,0M,170.0,179.0,171.0,127.0,147.0,165.0,141.0,132.0,134.0,97.0,106.0,133.0,4,4W,0,99.0,98.0,89.0,103.0,65.0
315,30,30D,11,11H,0,0,0,0,20,20M,179.0,171.0,127.0,147.0,165.0,185.0,132.0,134.0,97.0,106.0,133.0,137.0,4,4W,0,107.0,114.0,97.0,54.0,92.0
316,30,30D,11,11H,0,0,0,0,40,40M,171.0,127.0,147.0,165.0,185.0,121.0,134.0,97.0,106.0,133.0,137.0,99.0,4,4W,0,121.0,71.0,89.0,70.0,88.0
317,30,30D,12,12H,0,0,0,0,0,0M,127.0,147.0,165.0,185.0,121.0,141.0,97.0,106.0,133.0,137.0,99.0,107.0,4,4W,0,146.0,72.0,89.0,82.0,84.0
318,30,30D,12,12H,0,0,0,0,20,20M,147.0,165.0,185.0,121.0,141.0,147.0,106.0,133.0,137.0,99.0,107.0,121.0,4,4W,0,150.0,83.0,74.0,65.0,92.0
319,30,30D,12,12H,0,0,0,0,40,40M,165.0,185.0,121.0,141.0,147.0,177.0,133.0,137.0,99.0,107.0,121.0,146.0,4,4W,0,127.0,100.0,88.0,89.0,115.0
320,30,30D,13,13H,0,0,0,0,0,0M,185.0,121.0,141.0,147.0,177.0,189.0,137.0,99.0,107.0,121.0,146.0,150.0,4,4W,0,150.0,83.0,80.0,96.0,97.0
321,30,30D,13,13H,0,0,0,0,20,20M,121.0,141.0,147.0,177.0,189.0,149.0,99.0,107.0,121.0,146.0,150.0,127.0,4,4W,0,124.0,93.0,74.0,71.0,90.0
322,30,30D,13,13H,0,0,0,0,40,40M,141.0,147.0,177.0,189.0,149.0,181.0,107.0,121.0,146.0,150.0,127.0,150.0,4,4W,0,142.0,74.0,89.0,92.0,107.0
323,30,30D,14,14H,0,0,0,0,0,0M,147.0,177.0,189.0,149.0,181.0,147.0,121.0,146.0,150.0,127.0,150.0,124.0,4,4W,0,123.0,83.0,113.0,110.0,109.0
324,30,30D,14,14H,0,0,0,0,20,20M,177.0,189.0,149.0,181.0,147.0,192.0,146.0,150.0,127.0,150.0,124.0,142.0,4,4W,0,116.0,77.0,101.0,105.0,127.0
325,30,30D,14,14H,0,0,0,0,40,40M,189.0,149.0,181.0,147.0,192.0,136.0,150.0,127.0,150.0,124.0,142.0,123.0,4,4W,0,122.0,78.0,89.0,96.0,108.0
326,30,30D,15,15H,0,0,0,0,0,0M,149.0,181.0,147.0,192.0,136.0,142.0,127.0,150.0,124.0,142.0,123.0,116.0,4,4W,0,114.0,66.0,93.0,100.0,115.0
327,30,30D,15,15H,0,0,0,0,20,20M,181.0,147.0,192.0,136.0,142.0,135.0,150.0,124.0,142.0,123.0,116.0,122.0,4,4W,0,96.0,91.0,105.0,109.0,125.0
328,30,30D,15,15H,0,0,0,0,40,40M,147.0,192.0,136.0,142.0,135.0,122.0,124.0,142.0,123.0,116.0,122.0,114.0,4,4W,0,77.0,78.0,117.0,86.0,98.0
329,30,30D,16,16H,0,0,0,0,0,0M,192.0,136.0,142.0,135.0,122.0,121.0,142.0,123.0,116.0,122.0,114.0,96.0,4,4W,0,63.0,53.0,96.0,105.0,113.0
330,30,30D,16,16H,0,0,0,0,20,20M,136.0,142.0,135.0,122.0,121.0,98.0,123.0,116.0,122.0,114.0,96.0,77.0,4,4W,0,110.0,94.0,112.0,113.0,114.0
331,30,30D,16,16H,0,0,0,0,40,40M,142.0,135.0,122.0,121.0,98.0,75.0,116.0,122.0,114.0,96.0,77.0,63.0,4,4W,0,102.0,67.0,79.0,86.0,110.0
332,30,30D,17,17H,0,0,0,1,0,0M,135.0,122.0,121.0,98.0,75.0,120.0,122.0,114.0,96.0,77.0,63.0,110.0,4,4W,0,67.0,103.0,97.0,108.0,112.0
333,30,30D,17,17H,0,0,0,1,20,20M,122.0,121.0,98.0,75.0,120.0,123.0,114.0,96.0,77.0,63.0,110.0,102.0,4,4W,0,86.0,81.0,119.0,120.0,113.0
334,30,30D,17,17H,0,0,0,1,40,40M,121.0,98.0,75.0,120.0,123.0,81.0,96.0,77.0,63.0,110.0,102.0,67.0,4,4W,0,93.0,94.0,94.0,105.0,113.0
335,30,30D,18,18H,0,1,0,0,0,0M,98.0,75.0,120.0,123.0,81.0,100.0,77.0,63.0,110.0,102.0,67.0,86.0,4,4W,0,17.0,91.0,142.0,104.0,105.0
336,30,30D,18,18H,0,1,0,0,20,20M,75.0,120.0,123.0,81.0,100.0,120.0,63.0,110.0,102.0,67.0,86.0,93.0,4,4W,0,19.0,130.0,110.0,84.0,141.0
337,30,30D,18,18H,0,1,0,0,40,40M,120.0,123.0,81.0,100.0,120.0,29.0,110.0,102.0,67.0,86.0,93.0,17.0,4,4W,0,39.0,77.0,76.0,69.0,93.0
338,30,30D,19,19H,0,0,0,0,0,0M,123.0,81.0,100.0,120.0,29.0,26.0,102.0,67.0,86.0,93.0,17.0,19.0,4,4W,0,19.0,70.0,85.0,61.0,96.0
339,30,30D,19,19H,0,0,0,0,20,20M,81.0,100.0,120.0,29.0,26.0,47.0,67.0,86.0,93.0,17.0,19.0,39.0,4,4W,0,16.0,87.0,64.0,62.0,108.0
340,30,30D,19,19H,0,0,0,0,40,40M,100.0,120.0,29.0,26.0,47.0,28.0,86.0,93.0,17.0,19.0,39.0,19.0,4,4W,0,23.0,49.0,45.0,51.0,53.0
341,30,30D,20,20H,0,0,0,0,0,0M,120.0,29.0,26.0,47.0,28.0,18.0,93.0,17.0,19.0,39.0,19.0,16.0,4,4W,0,12.0,52.0,50.0,52.0,61.0
342,30,30D,20,20H,0,0,0,0,20,20M,29.0,26.0,47.0,28.0,18.0,43.0,17.0,19.0,39.0,19.0,16.0,23.0,4,4W,0,12.0,35.0,31.0,62.0,56.0
343,30,30D,20,20H,0,0,0,0,40,40M,26.0,47.0,28.0,18.0,43.0,16.0,19.0,39.0,19.0,16.0,23.0,12.0,4,4W,0,21.0,46.0,45.0,53.0,34.0
344,30,30D,21,21H,0,0,0,0,0,0M,47.0,28.0,18.0,43.0,16.0,15.0,39.0,19.0,16.0,23.0,12.0,12.0,4,4W,0,7.0,33.0,36.0,49.0,36.0
345,30,30D,21,21H,0,0,0,0,20,20M,28.0,18.0,43.0,16.0,15.0,26.0,19.0,16.0,23.0,12.0,12.0,21.0,4,4W,0,6.0,37.0,45.0,44.0,47.0
346,30,30D,21,21H,0,0,0,0,40,40M,18.0,43.0,16.0,15.0,26.0,14.0,16.0,23.0,12.0,12.0,21.0,7.0,4,4W,0,2.0,28.0,22.0,33.0,36.0
347,30,30D,22,22H,0,0,0,0,0,0M,43.0,16.0,15.0,26.0,14.0,20.0,23.0,12.0,12.0,21.0,7.0,6.0,4,4W,0,3.0,32.0,34.0,33.0,28.0
348,30,30D,22,22H,0,0,0,0,20,20M,16.0,15.0,26.0,14.0,20.0,6.0,12.0,12.0,21.0,7.0,6.0,2.0,4,4W,0,15.0,31.0,29.0,33.0,46.0
349,30,30D,22,22H,0,0,0,0,40,40M,15.0,26.0,14.0,20.0,6.0,3.0,12.0,21.0,7.0,6.0,2.0,3.0,4,4W,0,11.0,21.0,19.0,10.0,20.0
350,30,30D,23,23H,0,0,0,0,0,0M,26.0,14.0,20.0,6.0,3.0,39.0,21.0,7.0,6.0,2.0,3.0,15.0,4,4W,0,16.0,35.0,16.0,17.0,31.0
351,30,30D,23,23H,0,0,0,0,20,20M,14.0,20.0,6.0,3.0,39.0,20.0,7.0,6.0,2.0,3.0,15.0,11.0,4,4W,0,14.0,25.0,19.0,17.0,17.0
352,30,30D,23,23H,0,0,0,0,40,40M,20.0,6.0,3.0,39.0,20.0,19.0,6.0,2.0,3.0,15.0,11.0,16.0,4,4W,0,17.0,9.0,11.0,17.0,12.0
353,1,1D,0,0H,0,0,0,0,0,0M,6.0,3.0,39.0,20.0,19.0,18.0,2.0,3.0,15.0,11.0,16.0,14.0,5,5W,1,23.0,11.0,17.0,21.0,15.0
354,1,1D,0,0H,0,0,0,0,20,20M,3.0,39.0,20.0,19.0,18.0,28.0,3.0,15.0,11.0,16.0,14.0,17.0,5,5W,1,9.0,12.0,22.0,15.0,20.0
355,1,1D,0,0H,0,0,0,0,40,40M,39.0,20.0,19.0,18.0,28.0,47.0,15.0,11.0,16.0,14.0,17.0,23.0,5,5W,1,14.0,233.0,130.0,113.0,117.0
356,1,1D,1,1H,0,0,0,0,0,0M,20.0,19.0,18.0,28.0,47.0,16.0,11.0,16.0,14.0,17.0,23.0,9.0,5,5W,1,0.0,212.0,47.0,47.0,118.0
357,1,1D,1,1H,0,0,0,0,20,20M,19.0,18.0,28.0,47.0,16.0,21.0,16.0,14.0,17.0,23.0,9.0,14.0,5,5W,1,2.0,165.0,33.0,43.0,61.0
358,1,1D,1,1H,0,0,0,0,40,40M,18.0,28.0,47.0,16.0,21.0,0.0,14.0,17.0,23.0,9.0,14.0,0.0,5,5W,1,0.0,10.0,5.0,3.0,10.0
359,1,1D,2,2H,0,0,0,0,0,0M,28.0,47.0,16.0,21.0,0.0,5.0,17.0,23.0,9.0,14.0,0.0,2.0,5,5W,1,1.0,6.0,6.0,12.0,4.0
360,1,1D,2,2H,0,0,0,0,20,20M,47.0,16.0,21.0,0.0,5.0,0.0,23.0,9.0,14.0,0.0,2.0,0.0,5,5W,1,1.0,6.0,9.0,7.0,8.0
361,1,1D,2,2H,0,0,0,0,40,40M,16.0,21.0,0.0,5.0,0.0,1.0,9.0,14.0,0.0,2.0,0.0,1.0,5,5W,1,1.0,9.0,7.0,8.0,9.0
362,1,1D,3,3H,0,0,0,0,0,0M,21.0,0.0,5.0,0.0,1.0,1.0,14.0,0.0,2.0,0.0,1.0,1.0,5,5W,1,6.0,9.0,10.0,4.0,8.0
363,1,1D,3,3H,0,0,0,0,20,20M,0.0,5.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,5,5W,1,2.0,4.0,14.0,9.0,10.0
364,1,1D,3,3H,0,0,0,0,40,40M,5.0,0.0,1.0,1.0,4.0,14.0,2.0,0.0,1.0,1.0,1.0,6.0,5,5W,1,4.0,15.0,5.0,11.0,6.0
365,1,1D,4,4H,0,0,0,0,0,0M,0.0,1.0,1.0,4.0,14.0,2.0,0.0,1.0,1.0,1.0,6.0,2.0,5,5W,1,4.0,20.0,12.0,13.0,23.0
366,1,1D,4,4H,0,0,0,0,20,20M,1.0,1.0,4.0,14.0,2.0,6.0,1.0,1.0,1.0,6.0,2.0,4.0,5,5W,1,4.0,20.0,19.0,16.0,15.0
367,1,1D,4,4H,0,0,0,0,40,40M,1.0,4.0,14.0,2.0,6.0,5.0,1.0,1.0,6.0,2.0,4.0,4.0,5,5W,1,3.0,15.0,21.0,15.0,16.0
368,1,1D,5,5H,0,0,0,0,0,0M,4.0,14.0,2.0,6.0,5.0,8.0,1.0,6.0,2.0,4.0,4.0,4.0,5,5W,1,5.0,17.0,17.0,21.0,16.0
369,1,1D,5,5H,0,0,0,0,20,20M,14.0,2.0,6.0,5.0,8.0,5.0,6.0,2.0,4.0,4.0,4.0,3.0,5,5W,1,14.0,17.0,15.0,23.0,25.0
370,1,1D,5,5H,0,0,0,0,40,40M,2.0,6.0,5.0,8.0,5.0,12.0,2.0,4.0,4.0,4.0,3.0,5.0,5,5W,1,11.0,29.0,31.0,21.0,29.0
371,1,1D,6,6H,0,0,0,0,0,0M,6.0,5.0,8.0,5.0,12.0,32.0,4.0,4.0,4.0,3.0,5.0,14.0,5,5W,1,6.0,36.0,31.0,37.0,38.0
372,1,1D,6,6H,0,0,0,0,20,20M,5.0,8.0,5.0,12.0,32.0,12.0,4.0,4.0,3.0,5.0,14.0,11.0,5,5W,1,19.0,29.0,31.0,42.0,30.0
373,1,1D,6,6H,0,0,0,0,40,40M,8.0,5.0,12.0,32.0,12.0,12.0,4.0,3.0,5.0,14.0,11.0,6.0,5,5W,1,2.0,45.0,35.0,31.0,37.0
374,1,1D,7,7H,0,0,0,0,0,0M,5.0,12.0,32.0,12.0,12.0,25.0,3.0,5.0,14.0,11.0,6.0,19.0,5,5W,1,17.0,50.0,62.0,61.0,58.0
375,1,1D,7,7H,0,0,0,0,20,20M,12.0,32.0,12.0,12.0,25.0,6.0,5.0,14.0,11.0,6.0,19.0,2.0,5,5W,1,7.0,60.0,52.0,66.0,63.0
376,1,1D,7,7H,0,0,0,0,40,40M,32.0,12.0,12.0,25.0,6.0,31.0,14.0,11.0,6.0,19.0,2.0,17.0,5,5W,1,10.0,67.0,79.0,91.0,74.0
377,1,1D,8,8H,1,0,0,0,0,0M,12.0,12.0,25.0,6.0,31.0,16.0,11.0,6.0,19.0,2.0,17.0,7.0,5,5W,1,5.0,104.0,69.0,120.0,74.0
378,1,1D,8,8H,1,0,0,0,20,20M,12.0,25.0,6.0,31.0,16.0,22.0,6.0,19.0,2.0,17.0,7.0,10.0,5,5W,1,11.0,95.0,108.0,116.0,106.0
379,1,1D,8,8H,1,0,0,0,40,40M,25.0,6.0,31.0,16.0,22.0,10.0,19.0,2.0,17.0,7.0,10.0,5.0,5,5W,1,15.0,126.0,95.0,125.0,95.0
380,1,1D,9,9H,0,0,1,0,0,0M,6.0,31.0,16.0,22.0,10.0,19.0,2.0,17.0,7.0,10.0,5.0,11.0,5,5W,1,21.0,112.0,105.0,91.0,101.0
381,1,1D,9,9H,0,0,1,0,20,20M,31.0,16.0,22.0,10.0,19.0,41.0,17.0,7.0,10.0,5.0,11.0,15.0,5,5W,1,22.0,141.0,118.0,116.0,102.0
382,1,1D,9,9H,0,0,1,0,40,40M,16.0,22.0,10.0,19.0,41.0,28.0,7.0,10.0,5.0,11.0,15.0,21.0,5,5W,1,9.0,132.0,94.0,120.0,82.0
383,1,1D,10,10H,0,0,0,0,0,0M,22.0,10.0,19.0,41.0,28.0,43.0,10.0,5.0,11.0,15.0,21.0,22.0,5,5W,1,5.0,134.0,109.0,130.0,86.0
384,1,1D,10,10H,0,0,0,0,20,20M,10.0,19.0,41.0,28.0,43.0,12.0,5.0,11.0,15.0,21.0,22.0,9.0,5,5W,1,13.0,97.0,103.0,102.0,78.0
385,1,1D,10,10H,0,0,0,0,40,40M,19.0,41.0,28.0,43.0,12.0,8.0,11.0,15.0,21.0,22.0,9.0,5.0,5,5W,1,12.0,106.0,78.0,89.0,83.0
386,1,1D,11,11H,0,0,0,0,0,0M,41.0,28.0,43.0,12.0,8.0,22.0,15.0,21.0,22.0,9.0,5.0,13.0,5,5W,1,13.0,133.0,116.0,105.0,86.0
387,1,1D,11,11H,0,0,0,0,20,20M,28.0,43.0,12.0,8.0,22.0,15.0,21.0,22.0,9.0,5.0,13.0,12.0,5,5W,1,15.0,137.0,93.0,82.0,79.0
388,1,1D,11,11H,0,0,0,0,40,40M,43.0,12.0,8.0,22.0,15.0,34.0,22.0,9.0,5.0,13.0,12.0,13.0,5,5W,1,4.0,99.0,91.0,78.0,75.0
389,1,1D,12,12H,0,0,0,0,0,0M,12.0,8.0,22.0,15.0,34.0,36.0,9.0,5.0,13.0,12.0,13.0,15.0,5,5W,1,12.0,107.0,77.0,81.0,89.0
390,1,1D,12,12H,0,0,0,0,20,20M,8.0,22.0,15.0,34.0,36.0,8.0,5.0,13.0,12.0,13.0,15.0,4.0,5,5W,1,9.0,121.0,91.0,72.0,91.0
391,1,1D,12,12H,0,0,0,0,40,40M,22.0,15.0,34.0,36.0,8.0,24.0,13.0,12.0,13.0,15.0,4.0,12.0,5,5W,1,17.0,146.0,87.0,71.0,110.0
392,1,1D,13,13H,0,0,0,0,0,0M,15.0,34.0,36.0,8.0,24.0,14.0,12.0,13.0,15.0,4.0,12.0,9.0,5,5W,1,18.0,150.0,75.0,89.0,107.0
393,1,1D,13,13H,0,0,0,0,20,20M,34.0,36.0,8.0,24.0,14.0,49.0,13.0,15.0,4.0,12.0,9.0,17.0,5,5W,1,15.0,127.0,96.0,82.0,92.0
394,1,1D,13,13H,0,0,0,0,40,40M,36.0,8.0,24.0,14.0,49.0,40.0,15.0,4.0,12.0,9.0,17.0,18.0,5,5W,1,13.0,150.0,96.0,87.0,90.0
395,1,1D,14,14H,0,0,0,0,0,0M,8.0,24.0,14.0,49.0,40.0,26.0,4.0,12.0,9.0,17.0,18.0,15.0,5,5W,1,13.0,124.0,88.0,92.0,117.0
396,1,1D,14,14H,0,0,0,0,20,20M,24.0,14.0,49.0,40.0,26.0,28.0,12.0,9.0,17.0,18.0,15.0,13.0,5,5W,1,14.0,142.0,93.0,93.0,104.0
397,1,1D,14,14H,0,0,0,0,40,40M,14.0,49.0,40.0,26.0,28.0,21.0,9.0,17.0,18.0,15.0,13.0,13.0,5,5W,1,11.0,123.0,75.0,92.0,88.0
398,1,1D,15,15H,0,0,0,0,0,0M,49.0,40.0,26.0,28.0,21.0,34.0,17.0,18.0,15.0,13.0,13.0,14.0,5,5W,1,5.0,116.0,83.0,108.0,87.0
399,1,1D,15,15H,0,0,0,0,20,20M,40.0,26.0,28.0,21.0,34.0,19.0,18.0,15.0,13.0,13.0,14.0,11.0,5,5W,1,11.0,122.0,114.0,87.0,102.0
400,1,1D,15,15H,0,0,0,0,40,40M,26.0,28.0,21.0,34.0,19.0,9.0,15.0,13.0,13.0,14.0,11.0,5.0,5,5W,1,14.0,114.0,90.0,92.0,95.0
401,1,1D,16,16H,0,0,0,0,0,0M,28.0,21.0,34.0,19.0,9.0,18.0,13.0,13.0,14.0,11.0,5.0,11.0,5,5W,1,9.0,96.0,97.0,108.0,110.0
402,1,1D,16,16H,0,0,0,0,20,20M,21.0,34.0,19.0,9.0,18.0,28.0,13.0,14.0,11.0,5.0,11.0,14.0,5,5W,1,11.0,77.0,83.0,83.0,104.0
403,1,1D,16,16H,0,0,0,0,40,40M,34.0,19.0,9.0,18.0,28.0,11.0,14.0,11.0,5.0,11.0,14.0,9.0,5,5W,1,9.0,63.0,100.0,106.0,93.0
404,1,1D,17,17H,0,0,0,1,0,0M,19.0,9.0,18.0,28.0,11.0,17.0,11.0,5.0,11.0,14.0,9.0,11.0,5,5W,1,12.0,110.0,65.0,112.0,84.0
405,1,1D,17,17H,0,0,0,1,20,20M,9.0,18.0,28.0,11.0,17.0,13.0,5.0,11.0,14.0,9.0,11.0,9.0,5,5W,1,14.0,102.0,78.0,103.0,90.0
406,1,1D,17,17H,0,0,0,1,40,40M,18.0,28.0,11.0,17.0,13.0,24.0,11.0,14.0,9.0,11.0,9.0,12.0,5,5W,1,4.0,67.0,86.0,106.0,94.0
407,1,1D,18,18H,0,1,0,0,0,0M,28.0,11.0,17.0,13.0,24.0,25.0,14.0,9.0,11.0,9.0,12.0,14.0,5,5W,1,8.0,86.0,113.0,112.0,85.0
408,1,1D,18,18H,0,1,0,0,20,20M,11.0,17.0,13.0,24.0,25.0,14.0,9.0,11.0,9.0,12.0,14.0,4.0,5,5W,1,5.0,93.0,112.0,102.0,105.0
409,1,1D,18,18H,0,1,0,0,40,40M,17.0,13.0,24.0,25.0,14.0,12.0,11.0,9.0,12.0,14.0,4.0,8.0,5,5W,1,11.0,17.0,80.0,74.0,78.0
410,1,1D,19,19H,0,0,0,0,0,0M,13.0,24.0,25.0,14.0,12.0,8.0,9.0,12.0,14.0,4.0,8.0,5.0,5,5W,1,8.0,19.0,69.0,85.0,75.0
411,1,1D,19,19H,0,0,0,0,20,20M,24.0,25.0,14.0,12.0,8.0,14.0,12.0,14.0,4.0,8.0,5.0,11.0,5,5W,1,1.0,39.0,64.0,54.0,59.0
412,1,1D,19,19H,0,0,0,0,40,40M,25.0,14.0,12.0,8.0,14.0,11.0,14.0,4.0,8.0,5.0,11.0,8.0,5,5W,1,6.0,19.0,39.0,50.0,50.0
413,1,1D,20,20H,0,0,0,0,0,0M,14.0,12.0,8.0,14.0,11.0,1.0,4.0,8.0,5.0,11.0,8.0,1.0,5,5W,1,4.0,16.0,39.0,55.0,46.0
414,1,1D,20,20H,0,0,0,0,20,20M,12.0,8.0,14.0,11.0,1.0,11.0,8.0,5.0,11.0,8.0,1.0,6.0,5,5W,1,13.0,23.0,40.0,47.0,51.0
415,1,1D,20,20H,0,0,0,0,40,40M,8.0,14.0,11.0,1.0,11.0,4.0,5.0,11.0,8.0,1.0,6.0,4.0,5,5W,1,3.0,12.0,30.0,33.0,42.0
416,1,1D,21,21H,0,0,0,0,0,0M,14.0,11.0,1.0,11.0,4.0,14.0,11.0,8.0,1.0,6.0,4.0,13.0,5,5W,1,6.0,12.0,35.0,38.0,30.0
417,1,1D,21,21H,0,0,0,0,20,20M,11.0,1.0,11.0,4.0,14.0,7.0,8.0,1.0,6.0,4.0,13.0,3.0,5,5W,1,9.0,21.0,35.0,32.0,51.0
418,1,1D,21,21H,0,0,0,0,40,40M,1.0,11.0,4.0,14.0,7.0,9.0,1.0,6.0,4.0,13.0,3.0,6.0,5,5W,1,8.0,7.0,17.0,33.0,26.0
419,1,1D,22,22H,0,0,0,0,0,0M,11.0,4.0,14.0,7.0,9.0,21.0,6.0,4.0,13.0,3.0,6.0,9.0,5,5W,1,7.0,6.0,31.0,32.0,27.0
420,1,1D,22,22H,0,0,0,0,20,20M,4.0,14.0,7.0,9.0,21.0,15.0,4.0,13.0,3.0,6.0,9.0,8.0,5,5W,1,6.0,2.0,18.0,26.0,33.0
421,1,1D,22,22H,0,0,0,0,40,40M,14.0,7.0,9.0,21.0,15.0,7.0,13.0,3.0,6.0,9.0,8.0,7.0,5,5W,1,4.0,3.0,7.0,9.0,21.0
422,1,1D,23,23H,0,0,0,0,0,0M,7.0,9.0,21.0,15.0,7.0,13.0,3.0,6.0,9.0,8.0,7.0,6.0,5,5W,1,3.0,15.0,22.0,28.0,20.0
423,1,1D,23,23H,0,0,0,0,20,20M,9.0,21.0,15.0,7.0,13.0,18.0,6.0,9.0,8.0,7.0,6.0,4.0,5,5W,1,3.0,11.0,9.0,14.0,23.0
424,1,1D,23,23H,0,0,0,0,40,40M,21.0,15.0,7.0,13.0,18.0,7.0,9.0,8.0,7.0,6.0,4.0,3.0,5,5W,1,2.0,16.0,6.0,16.0,17.0
425,2,2D,0,0H,0,0,0,0,0,0M,15.0,7.0,13.0,18.0,7.0,4.0,8.0,7.0,6.0,4.0,3.0,3.0,6,6W,1,18.0,14.0,12.0,14.0,16.0
426,2,2D,0,0H,0,0,0,0,20,20M,7.0,13.0,18.0,7.0,4.0,6.0,7.0,6.0,4.0,3.0,3.0,2.0,6,6W,1,16.0,17.0,17.0,20.0,12.0
427,2,2D,0,0H,0,0,0,0,40,40M,13.0,18.0,7.0,4.0,6.0,44.0,6.0,4.0,3.0,3.0,2.0,18.0,6,6W,1,18.0,23.0,117.0,128.0,98.0
